anchor	master_pdf_page	printed_page	source_id	section	role	record_kind	locator_type	pixel_line_bbox	source_markup
AB01-PDF0107-body-L007	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	insulam ex oriente prospicere; altos montes continere et multos amnes, e quibus rubini atque
AB01-PDF0107-body-L008	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sapphiri (4) proveniant. Circa eam 59 (5) insulas habitatas esse, quae urbibus et pagis abundent.
AB01-PDF0107-body-L009	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Oceani occidentalis</i>, qui et <i>Mare Circumdans</i> vocetur, partem tantum, quae in occasu et
AB01-PDF0107-body-L010	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	septentrionibus a terra <i>Aethiopum</i> (6) usque ad <i>Britanniam</i> pateat cognosci. Naves hoc mare
AB01-PDF0107-body-L011	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	non sulcare; in eo, <i>Aethiopum</i> terram prospicientes, sex illas habitatas insulas reperiri, quae
AB01-PDF0107-body-L012	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Beatorum</i> appellentur. Aliam insulam, <i>Gadira</i> vocatam, esse ex adverso <i>Hispaniae</i>, prope
AB01-PDF0107-body-L013	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sinum, qui ab <i>Oceano</i> usque ad <i>Romanorum</i> mare inter <i>Hispaniam</i> et <i>Tingim</i> protenda-
AB01-PDF0107-body-L014	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tur, <i>Septa</i> (7) appelletur, et eo loco quo ab <i>Oceano</i> exeat 7 milliariorum latitudinem habeat.
AB01-PDF0107-body-L015	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Oceanum</i> in parte boreali 12 insulas, <i>Britanniam</i> vocatas, circumdare; a quibus cum disces-
AB01-PDF0107-body-L016	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	serit quo tendat vel quid contineat ignorari.
AB01-PDF0107-body-L017	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Mare Romanorum et Aegypti</i> a sinu incipere, qui ab <i>Oceano occidentali</i>, prope <i>Gadira</i>
AB01-PDF0107-body-L018	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	insulam ex adverso <i>Hispaniae</i>, exeat; ad orientem versus usque <i>Tyrum</i> et <i>Sidonem</i> procedens,
AB01-PDF0107-body-L019	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	longitudinem 5000 milliariorum habere, latitudinem alio loco 600, alio 700, alio denique 800.
AB01-PDF0107-body-L020	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Esse etiam in eo sinum, qui, in septentriones versus prope urbem <i>Romam</i> pergens, <i>Adria</i> ap-
AB01-PDF0107-body-L021	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pelletur et 500 milliaria in longitudinem pateat. Alium sinum versus terram <i>Narbonensem</i>
AB01-PDF0107-body-L022	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	exire; longitudinem 200 (8) milliariorum habere. Toto hoc <i>Romanorum</i> mari esse 162 (9)
AB01-PDF0107-body-L023	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	insulas habitatas, quarum 5 magnas; scilicet insulam <i>Cyrnum</i> 200 milliaria, <i>Sardiniam</i> 300,
AB01-PDF0107-body-L024	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Cyprum</i> 350 (10), <i>Siciliam</i> 500, et <i>Cretam</i> 300 milliaria litoris habentes.
AB01-PDF0107-body-L025	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Ponticum</i> mare a <i>Lādhiqah</i> (11) usque ad <i>Constantinopolim magnam</i> pervenire, longi-
AB01-PDF0107-body-L026	107	18	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tudinem 1060 (12) milliariorum, latitudinem 300 habens. Effundi in hoc mare <i>Tanaim</i> flumen, in
AB01-PDF0107-notes_left-L001	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Parva unius litterae mutatione, pro <ar>تمامه</ar>
AB01-PDF0107-notes_left-L002	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Plato legit nomen regionis Arabiae <ar>تهامة</ar> <i>Tihāmah</i>,
AB01-PDF0107-notes_left-L003	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	et vertit: « ad extremiorem locum Indorum terrae,
AB01-PDF0107-notes_left-L004	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« in quo est Thiema (!!), discurrit ».
AB01-PDF0107-notes_left-L005	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) Mihi esse videtur <gr>ἡ Πρασώδης θάλασσα</gr> « Mare
AB01-PDF0107-notes_left-L006	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« [ob colorem] porro similis » <n>Ptolemaei</n> (<i>Geo-
AB01-PDF0107-notes_left-L007	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	graphia</i>, VII, 2, 1: <gr>ἥτις ἀπὸ τῆς Μενουθιάδος νήσου
AB01-PDF0107-notes_left-L008	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	διατείνει κατὰ παράλληλον γραμμὴν μέχρι τῶν ἀντικει-
AB01-PDF0107-notes_left-L009	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	μένων τῷ Μεγάλῳ Κόλπῳ</gr>).
AB01-PDF0107-notes_left-L010	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(3) Idem numerus apud <n>Ibn Rosteh</n> 84, et
AB01-PDF0107-notes_left-L011	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<n>al-Kharaqī</n>; male Plato 1360. <n>Ptolemaeus</n>
AB01-PDF0107-notes_left-L012	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(<i>Geogr.</i> VII, 4, 11) 1378.
AB01-PDF0107-notes_left-L013	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(4) Cfr. <n>Ptolemaeum</n>, <i>Geogr.</i> VII, 4, 1: <gr>βή-
AB01-PDF0107-notes_left-L014	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ρυλλος, ὑάκινθος</gr>.
AB01-PDF0107-notes_left-L015	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(5) Ita codex verbis, non litteris; et ita etiam
AB01-PDF0107-notes_left-L016	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Plato. Sed melius <n>Iacobus Edessenus</n>, <n>Ibn
AB01-PDF0107-notes_left-L017	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Rosteh</n> et <n>al-Kharaqī</n> scribunt 19, qui est
AB01-PDF0107-notes_left-L018	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	numerus insularum a <n>Ptolemaeo</n>, <i>Geogr.</i> VII, 4,
AB01-PDF0107-notes_left-L019	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	11–13 memoratarum. Procul dubio in archetypo <ar>يط</ar>
AB01-PDF0107-notes_left-L020	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	19 erat, quod al-Battānī <ar>نط</ar> 59 legit.
AB01-PDF0107-notes_left-L021	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(6) Aethiopum (<i>al-Ḥabash</i>) terra est Africae
AB01-PDF0107-notes_left-L022	107	18	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tota pars australis.
AB01-PDF0107-notes_right-L001	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(7) Nomen multifariam apud Arabes corruptum
AB01-PDF0107-notes_right-L002	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	primus de Goeje restituit ad <n>Qodāmah</n> 231.
AB01-PDF0107-notes_right-L003	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(8) Plato 500; sed <n>Ibn Rosteh</n> 85, <n>Qodā-
AB01-PDF0107-notes_right-L004	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	mah</n> 231 et <n>al-Kharaqī</n> lectionem codicis con-
AB01-PDF0107-notes_right-L005	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	firmant.
AB01-PDF0107-notes_right-L006	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(9) Ita etiam <n>Ibn Rosteh</n> et <n>al-Kharaqī</n>;
AB01-PDF0107-notes_right-L007	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<n>Qodāmah</n> habet 172; Plato 262.
AB01-PDF0107-notes_right-L008	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(10) <n>Ibn Rosteh</n>, p. 85, habet 300.
AB01-PDF0107-notes_right-L009	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(11) Est urbs vel regio Caucasicae provinciae;
AB01-PDF0107-notes_right-L010	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nomen scribitur <i>Lādhiqah</i> <ar>لاذقة</ar>, ut apud <n>Ibn
AB01-PDF0107-notes_right-L011	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Khordādhbeh</n> p. 123 (bāb Lādhiqah); <n>al-Ba-
AB01-PDF0107-notes_right-L012	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	lādhurī</n>, <i>Liber expugnationum regionum</i>, ed.
AB01-PDF0107-notes_right-L013	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	de Goeje, p. 195 (bāb Lādhiqah); <n>al-Masʿūdī</n>,
AB01-PDF0107-notes_right-L014	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Prairies</i>, I, 260; vel <i>Lāziqah</i> <ar>لازقة</ar>, ut apud <n>Ibn
AB01-PDF0107-notes_right-L015	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Rosteh</n>, p. 85; <n>Qodāmah</n>, p. 231; <n>al-Masʿūdī</n>,
AB01-PDF0107-notes_right-L016	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Tanbīh</i>, p. 66 et 157; <n>Yāqūt</n> I, 222 et 439. Apud
AB01-PDF0107-notes_right-L017	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<n>al-Kharaqī</n> corruptum <glyph>AB01-PDF0107-G01</glyph>.
AB01-PDF0107-notes_right-L018	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(12) Vera lectio 1300 videtur, ut habent <n>Iaco-
AB01-PDF0107-notes_right-L019	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	bus Edessenus</n>; <n>Ibn Rosteh</n> p. 85; <n>al-
AB01-PDF0107-notes_right-L020	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	-Masʿūdī</n>, <i>Tanbīh</i>, p. 66; <n>al-Edrīsī</n>, <i>L’Italia
AB01-PDF0107-notes_right-L021	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	descritta nel libro di Re Ruggero, testo arabo con
AB01-PDF0107-notes_right-L022	107	18	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	versione e note di M. Amari e C. Schiaparelli</i>, Ro-
AB01-PDF0107-margins-L001	107	18	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 27.
AB01-PDF0107-margins-L002	107	18	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25
AB01-PDF0108-body-L001	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	parte boreali respectu <i>Maeotidis</i> decurrens, quam, etsi stagnum vocetur, mare magnum esse,
AB01-PDF0108-body-L002	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	300 milliaria ab ortu ad occasum longum, 100 latum. A <i>Ponto</i> prope <i>Constantinopolim</i>
AB01-PDF0108-body-L003	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sinum egredi, amni similem et in mare <i>Aegypti</i> defluentem; prope <i>Constantinopolim</i>, quam
AB01-PDF0108-body-L004	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ipse lambiat, 3 milliariorum latitudinem obtinere.
AB01-PDF0108-body-L005	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Mare <i>Ġorġān</i>, sive mare [<i>Caucasicae</i>] <i>Portae</i> (1), in longitudinem ab occasu ad ortum
AB01-PDF0108-body-L006	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	800 (2) milliaria patere, in latitudinem 600; ex adverso terrae <i>Ġorġān</i> duas insulas conti-
AB01-PDF0108-body-L007	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nere, quae temporibus actis habitarentur (3). — Haec esse loca habitata maris; Deus haec
AB01-PDF0108-body-L008	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	melius scit.
AB01-PDF0108-body-L009	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	In tres partes Terra dividitur, quarum prima a mare <i>Viridi</i> (4), a septentrionibus, et
AB01-PDF0108-body-L010	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	a sinu qui e <i>Ponto</i> exiens in mare <i>Magnum</i> (5) profluit, nec non a terra quae est inter
AB01-PDF0108-body-L011	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Maeotidem</i> et <i>Pontum</i>, [incipit]; termini ab occasu et septentrionibus <i>Oceanus occidentalis</i>,
AB01-PDF0108-body-L012	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ab austro mare <i>Aegypti et Romanorum</i>, ab oriente <i>Tanais</i> et <i>Maeotica</i> palus. Similis est
AB01-PDF0108-body-L013	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	insulae; <i>Europa</i> appellatur.
AB01-PDF0108-body-L014	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Secunda pars ab austro maris <i>Aegypti</i> usque ad <i>Aethiopum</i> mare patet; termini sunt ab
AB01-PDF0108-body-L015	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	occasu mare <i>Viride</i>, a septentrionibus mare <i>Aegypti Romanorumque</i>, ab oriente urbs
AB01-PDF0108-body-L016	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>al-ʿArīsh</i>, ab austro <i>Aethiopum</i> mare. <i>Libya</i> appellatur.
AB01-PDF0108-body-L017	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Tertia pars reliquam terram habitatam complectitur, cuius termini <i>Tanais</i>, amnis (6),
AB01-PDF0108-body-L018	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sinus (7), <i>al-ʿArīsh</i> et <i>Aylah</i> ab occasu; mare <i>al-Yemen</i> et <i>Indorum</i> a meridie; extrema
AB01-PDF0108-body-L019	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	terra orientalis <i>Sinarum</i>, <i>Sinaeque</i> ipsi ab oriente. <i>Asia maior</i> vocatur.
AB01-PDF0108-body-L020	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Hae tres partes omnia climata, regiones et loca culta amplectuntur. Quod omnino igno-
AB01-PDF0108-body-L021	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ratur utrum cultum an desertum sit, <m>\frac{11}{12}</m> Terrae efficit; duodecima pars, in qua sunt regio-
AB01-PDF0108-body-L022	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nes cultae notae, a linea aequinoctiali incipit, et maria atque deserta etiam continet. Si quis
AB01-PDF0108-body-L023	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quaerat an in illis undecim partibus plantae, animantes et loca culta habeantur, sciat nos de
AB01-PDF0108-body-L024	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	his rebus tantum ex coniectura disserere posse, quae in analogia nitatur; terra enim a nobis
AB01-PDF0108-body-L025	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	habitata fines et terminos descriptos non superat, et quid ultra eos sit nemo nobis retulit.
AB01-PDF0108-body-L026	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Ratio tamen et opinio, analogia nitentes, ad id perveniunt quod intelligentium nemo infitiari
AB01-PDF0108-body-L027	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	potest: cum Sol, Luna et sidera respectu nostrum moveantur, et eorum variis motibus aestas,
AB01-PDF0108-body-L028	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hiems, plantae, animalia et loca culta omnibus nota gignantur; si Sol et stellae, ut respectu
AB01-PDF0108-body-L029	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nostrum, super omnes etiam partes reliquas sphaerae terrestris oriuntur, possibile, immo ne-
AB01-PDF0108-body-L030	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cesse est, plantas, animalia, maria et montes eo esse ut apud nos.
AB01-PDF0108-body-L031	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Unius gradus portio est 65 (8) circiter milliariorum, e milliaribus quae supra memora-
AB01-PDF0108-body-L032	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	vimus; bidui iter fere. Deus haec melius scit.
AB01-PDF0108-body-L033	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Quod autem urbium longitudines et latitudines, iuxta id quod in <i>Libro figurae Terrae</i> (9)
AB01-PDF0108-body-L034	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	describitur, attinet, [dico:] Urbium locus in longitudine est spatium inter occasum et ortum;
AB01-PDF0108-body-L035	108	19	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	longitudinem enim ab insulis habitatis Oceani occidentalis incipere, orientemque versus proce-
AB01-PDF0108-notes_left-L001	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ma 1883, p. 13 vers.; et <n>al-Kharaqī</n>. — <n>Al-Mas-
AB01-PDF0108-notes_left-L002	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ʿūdī</n>, <i>Prairies</i>, I, 260, habet 1100.
AB01-PDF0108-notes_left-L003	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Est Caspium mare.
AB01-PDF0108-notes_left-L004	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) Ita quoque <n>al-Masʿūdī</n>, <i>Prairies</i>, I, 263,
AB01-PDF0108-notes_left-L005	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<i>Tanbīh</i>, p. 60; <n>al-Kharaqī</n>; sed <n>Ibn Rosteh</n>,
AB01-PDF0108-notes_left-L006	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 86, melius 1800, ut <n>Iacobus Edessenus</n>.
AB01-PDF0108-notes_left-L007	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(3) Hic desinit <n>Ibn Rosteh</n>.
AB01-PDF0108-notes_left-L008	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(4) Hoc loco procul dubio Oceanum Atlanti-
AB01-PDF0108-notes_left-L009	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cum indicat, ut non raro apud Arabes.
AB01-PDF0108-notes_left-L010	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(5) <n>Reinaud</n>, p. CCLXXXVIII, notat Oro-
AB01-PDF0108-notes_left-L011	108	19	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sium nomine Mari Magno Mediterraneum designare.
AB01-PDF0108-notes_right-L001	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(6) Est sinus amni similis prope Constantino-
AB01-PDF0108-notes_right-L002	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	polim, de quo parum supra.
AB01-PDF0108-notes_right-L003	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(7) Qui versus Tyrum et Sidonem protenditur;
AB01-PDF0108-notes_right-L004	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cfr. pag. 18.
AB01-PDF0108-notes_right-L005	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(8) Plato, procul dubio male, 85; sed fortasse
AB01-PDF0108-notes_right-L006	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	in codice ipso 65 error pro 75 est; cfr. adnotatio-
AB01-PDF0108-notes_right-L007	108	19	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nem <i>(a)</i> huius capitis. Vox sexaginta <ar>ستين</ar> in scri-
